"Route","Model","Finding ID","Severity","Adjudication (Accept/Reject/Merge)","Chosen Owner","Sprint","Definition of Done"
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-05","Medium","Merge","Frontend + Design","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/ (renameit.netlify.app â€” Redesign/Staging)","SONNET","A-H-06","Medium","Merge","Frontend","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/about","GPT511","ABOUT-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPT511","ABOUT-01","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/about","GPT511","ABOUT-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPT52","ABOUT-4","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/about","GPT52","ABOUT-2","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPT52","ABOUT-3","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/about","GPTMD","ABOUT-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPTMD","ABOUT-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/about","GPTMD","ABOUT-1","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","PAUX","ABOUT-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","PAUX","ABOUT-03","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","PAUX","ABOUT-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/brochure","GPT511","BRO-02","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure","GPT511","BRO-03","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/career","GPT511","CARE-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT511","CARE-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/career","GPT52","CAR-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT52","CAR-3","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/career","GPTMD","CAR-3","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/career","GPTMD","CAR-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPTMD","CAR-5","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","PAUX","CAREER-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/catalog","GPT511","CAT-03","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/catalog","GPT511","CAT-02","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/compare","GPT511","COMP-02","Medium","Merge","Content","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPT511","COMP-04","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPT511","COMP-03","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPT52","CMP-2","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPT52","CMP-3","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-2","Medium","Accept","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-5","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-3","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-04","Medium","Merge","Content","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-03","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","PAUX","COMP-05","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/configurator","GPT511","CONF-04","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPT511","CONF-03","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPT52","CFG-3","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPT52","CFG-4","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-4","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-3","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-2","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-03","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-04","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-05","Medium","Merge","Frontend + Content","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","PAUX","CONFIG-02","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/contact","GPT511","CONT-03","Medium","Merge","Frontend + Content","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPT511","CONT-04","Medium","Merge","Content","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPT511","CONT-05","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPT52","CT-4","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPTMD","CON-2","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPTMD","CON-4","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","GPTMD","CON-5","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-05","Medium","Merge","Frontend","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-03","Medium","Merge","Frontend + Content","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/contact","PAUX","CONTACT-04","Medium","Merge","Content","Sprint 2","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
"/download-brochure","GPT511","DBRO-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/download-brochure","GPT511","DBRO-03","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/downloads","GPT511","DOWN-04","Medium","Merge","Frontend + Design","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPT511","DOWN-02","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPT511","DOWN-03","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPT52","DLD-2","Medium","Accept","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPT52","DLD-3","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-4","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","GPTMD","DL-2","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-03","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-04","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/downloads","PAUX","DOWN-05","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/gallery","GPT511","GALL-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT511","GALL-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT511","GALL-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT52","GAL-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT52","GAL-3","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/gallery","GPTMD","GAL-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPTMD","GAL-2","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPTMD","GAL-1","Medium","Merge","Frontend","Sprint 2","Responsive media and loading strategy meet performance budget with no regressions on mobile LCP/CLS."
"/gallery","PAUX","GALL-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","PAUX","GALL-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/imprint","GPT511","IMPR-01","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPT511","IMPR-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPT511","IMPR-04","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","PAUX","IMPRINT-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/news","GPT511","NEWS-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/news","GPT511","NEWS-01","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPT52","NEWS-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPTMD","NEWS-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPTMD","NEWS-5","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPTMD","NEWS-1","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/news","PAUX","NEWS-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","PAUX","NEWS-02","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT511","PLAN-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT511","PLAN-01","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT511","PLAN-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/planning","GPT52","PLAN-1","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT52","PLAN-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPT52","PLAN-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPTMD","PLAN-1","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPTMD","PLAN-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","GPTMD","PLAN-5","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/planning","PAUX","PLAN-03","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/planning","PAUX","PLAN-01","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/planning","PAUX","PLAN-04","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT511","PORT-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT511","PORT-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT52","PORT-2","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT52","PORT-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPTMD","PORT-4","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPTMD","PORT-2","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/portfolio","GPTMD","PORT-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","PAUX","PORT-05","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/privacy","GPT511","PRIV-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","GPT511","PRIV-04","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","PAUX","PRIV-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","PAUX","PRIV-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","PAUX","PRIV-05","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy, /terms, /imprint, /refund-and-return-policy, /support-ivr","GPT52","LEG-2","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy, /terms, /imprint, /refund-and-return-policy, /support-ivr","GPT52","LEG-3","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy, /terms, /imprint, /refund-and-return-policy, /support-ivr","GPT52","LEG-1","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/products","GPT511","PROD-01","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPT511","PROD-03","Medium","Merge","Frontend + Design","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPT511","PROD-04","Medium","Merge","Frontend + Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPT52","PROD-4","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPTMD","PROD-4","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPTMD","PROD-2","Medium","Merge","Frontend + Design","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-01","Medium","Merge","Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-05","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","PAUX","PROD-03","Medium","Merge","Frontend + Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-3","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/.../winea-pro, winea-flow, winea-maxx, fluid-x, solace","GPTMD","PDP-4","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/desks/winea-pro (PDP)","GPT52","PDP-4","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/desks/winea-pro (PDP)","GPT52","PDP-5","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education","GPT511","EDU-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-05","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-02","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education/academia","GPT511","PACAD-04","Medium","Accept","Frontend + Design","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-03","Medium","Merge","Frontend + Content","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-03","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-01","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating","GPT511","SEATC-02","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","GPT511","SEATC-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-02","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","PAUX","SEATCAT-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating, /workstations, /tables","GPTMD","CAT-5","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-03","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-04","Medium","Accept","Frontend + Design","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-03","Medium","Merge","Frontend + Content","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-01","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--fluid-x","PAUX","FLUIDX-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/oando-seating--spino","PAUX","SPINO-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating","GPT511","SOFTC-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-05","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-02","Medium","Merge","Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-04","Medium","Merge","Frontend + Content","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-03","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/tables","PAUX","TABLECAT-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
