"Route","Model","Finding ID","Severity","Adjudication (Accept/Reject/Merge)","Chosen Owner","Sprint","Definition of Done"
"/portfolio","GPT511","PORT-03","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/portfolio","GPT511","PORT-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/portfolio","GPT511","PORT-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT511","GALL-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT511","GALL-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/gallery","GPT511","GALL-03","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/gallery","GPT511","GALL-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/gallery","GPT511","GALL-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPT511","NEWS-01","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPT511","NEWS-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/news","GPT511","NEWS-03","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPT511","NEWS-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/news","GPT511","NEWS-05","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/trusted-by","GPT511","TRUST-01","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPT511","TRUST-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/trusted-by","GPT511","TRUST-03","Medium","Merge","Content","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/trusted-by","GPT511","TRUST-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/trusted-by","GPT511","TRUST-05","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPT511","SUST-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/sustainability","GPT511","SUST-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPT511","SUST-03","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/sustainability","GPT511","SUST-04","Medium","Merge","Frontend","Sprint 2","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/sustainability","GPT511","SUST-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT511","CARE-01","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT511","CARE-02","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/career","GPT511","CARE-03","Low","Merge","Content","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/career","GPT511","CARE-04","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/career","GPT511","CARE-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPT511","SOC-01","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/social","GPT511","SOC-02","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPT511","SOC-03","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/social","GPT511","SOC-04","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/social","GPT511","SOC-05","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/tracking","GPT511","TRACK-01","Critical","Accept","Frontend + Content","Sprint 1","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT511","TRACK-02","High","Merge","Content","Sprint 1","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT511","TRACK-03","Medium","Merge","Frontend","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT511","TRACK-04","Medium","Accept","Frontend + Design","Sprint 2","Public flow is either backed by real order-status API or removed/re-labeled; no simulated success states remain."
"/tracking","GPT511","TRACK-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/quote-cart","GPT511","QCART-01","High","Accept","Frontend + Design","Sprint 1","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT511","QCART-02","High","Merge","Frontend","Sprint 1","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT511","QCART-03","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT511","QCART-04","Medium","Merge","Frontend","Sprint 2","Quote cart is globally discoverable, persists state, and transfers full payload into contact/CRM submission with confirmation."
"/quote-cart","GPT511","QCART-05","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/privacy","GPT511","PRIV-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","GPT511","PRIV-02","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","GPT511","PRIV-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","GPT511","PRIV-04","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/privacy","GPT511","PRIV-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/terms","GPT511","TERMS-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPT511","TERMS-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPT511","TERMS-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/terms","GPT511","TERMS-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/terms","GPT511","TERMS-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/imprint","GPT511","IMPR-01","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPT511","IMPR-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPT511","IMPR-03","Low","Merge","Frontend + Legal + Content","Sprint 3","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPT511","IMPR-04","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/imprint","GPT511","IMPR-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","GPT511","REF-01","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPT511","REF-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/refund-and-return-policy","GPT511","REF-03","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","GPT511","REF-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/refund-and-return-policy","GPT511","REF-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/brochure","GPT511","BRO-01","High","Merge","Frontend + Design","Sprint 1","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure","GPT511","BRO-02","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure","GPT511","BRO-03","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/brochure","GPT511","BRO-04","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/brochure","GPT511","BRO-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/download-brochure","GPT511","DBRO-01","High","Merge","Frontend","Sprint 1","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/download-brochure","GPT511","DBRO-02","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/download-brochure","GPT511","DBRO-03","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/download-brochure","GPT511","DBRO-04","Low","Merge","Frontend + Design","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/download-brochure","GPT511","DBRO-05","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/catalog","GPT511","CAT-01","High","Merge","Frontend + Design","Sprint 1","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/catalog","GPT511","CAT-02","Medium","Merge","Frontend","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/catalog","GPT511","CAT-03","Medium","Merge","Frontend + Content","Sprint 2","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/catalog","GPT511","CAT-04","Low","Merge","Frontend","Sprint 3","User can download/request files in <=2 steps, with file metadata and intent-preserving routing from brochure/catalog entry points."
"/catalog","GPT511","CAT-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","GPT511","IVR-01","High","Merge","Frontend + Legal + Content","Sprint 1","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPT511","IVR-02","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPT511","IVR-03","Medium","Merge","Frontend + Legal + Content","Sprint 2","Cookie/legal content is compliant and versioned, consent labels are correct, links/canonical metadata are validated in production."
"/support-ivr","GPT511","IVR-04","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/support-ivr","GPT511","IVR-05","Low","Reject","Frontend + Legal + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/seating","GPT511","SEATC-01","High","Merge","Frontend + Content","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","GPT511","SEATC-02","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","GPT511","SEATC-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","GPT511","SEATC-04","High","Merge","Frontend","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating","GPT511","SEATC-05","Low","Accept","Frontend","Sprint 3","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-01","High","Merge","Frontend + Content","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-02","Medium","Merge","Content","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/soft-seating","GPT511","SOFTC-05","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-01","High","Merge","Frontend + Content","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-02","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-03","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-04","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/education","GPT511","EDU-05","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products/seating/fluid-x","GPT511","PFLUID-01","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-03","Medium","Merge","Frontend + Content","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-04","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/fluid-x","GPT511","PFLUID-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-01","High","Merge","Frontend + Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-02","High","Accept","Frontend + Design","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-03","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-04","Medium","Accept","Frontend + Design","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/seating/classy-executive","GPT511","PCLASS-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-01","High","Merge","Frontend","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-03","Medium","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-04","Medium","Merge","Frontend + Content","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/cocoon-pod","GPT511","PCOCOON-05","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-01","High","Accept","Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-03","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-04","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/soft-seating/solace-pod","GPT511","PSOLACE-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-01","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-02","Medium","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products/education/accent-study","GPT511","PACCENT-03","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-04","Low","Accept","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/accent-study","GPT511","PACCENT-05","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-01","High","Accept","Content","Sprint 1","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-02","Medium","Merge","Frontend","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-03","Medium","Merge","Frontend + Content","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-04","Medium","Accept","Frontend + Design","Sprint 2","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/products/education/academia","GPT511","PACAD-05","Low","Merge","Frontend","Sprint 3","PDP renders with complete decision fields (lead time, warranty, docs, price guidance) and verified SKU imagery/spec integrity."
"/solutions/seating","GPT511","SOLSEAT-01","High","Accept","Content","Sprint 1","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","GPT511","SOLSEAT-02","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","GPT511","SOLSEAT-03","Medium","Merge","Frontend + Design","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/seating","GPT511","SOLSEAT-04","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/seating","GPT511","SOLSEAT-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations","GPT511","SOLWORK-01","High","Accept","Content","Sprint 1","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","GPT511","SOLWORK-02","Medium","Merge","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","GPT511","SOLWORK-03","Medium","Accept","Frontend","Sprint 2","Route has full solution template (proof, CTA, related products) or clean redirect to parent route without dead-end."
"/solutions/workstations","GPT511","SOLWORK-04","Low","Reject","Frontend + Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/solutions/workstations","GPT511","SOLWORK-05","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPT511","WCONF-01","Medium","Accept","Frontend + Design","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/workstations/configurator","GPT511","WCONF-02","Medium","Accept","Frontend + Design","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/workstations/configurator","GPT511","WCONF-03","Low","Reject","Content","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPT511","WCONF-04","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/workstations/configurator","GPT511","WCONF-05","Low","Accept","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/","GPTMD","HOME-1","High","Merge","Frontend + Content","Sprint 1","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPTMD","HOME-2","Medium","Merge","Frontend","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPTMD","HOME-3","Medium","Merge","Frontend","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPTMD","HOME-4","Medium","Merge","Frontend","Sprint 2","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/","GPTMD","HOME-5","Low","Merge","Frontend","Sprint 3","Homepage CTAs are non-overlapping on mobile, trust metrics render correctly, and primary conversion path is clear above fold."
"/about","GPTMD","ABOUT-1","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPTMD","ABOUT-2","Medium","Merge","Frontend + Content","Sprint 2","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/about","GPTMD","ABOUT-3","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/about","GPTMD","ABOUT-4","Low","Merge","Frontend","Sprint 3","Affected components pass WCAG 2.1 AA checks (contrast, keyboard, focus order, and status messages)."
"/about","GPTMD","ABOUT-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-1","High","Merge","Frontend + Content","Sprint 1","Claims and proof blocks are verifiable, sourced, and consistent across related pages with as-of labels."
"/projects","GPTMD","PROJ-2","Medium","Merge","Frontend + Design","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-3","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-4","Low","Merge","Frontend","Sprint 3","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/projects","GPTMD","PROJ-5","Medium","Merge","Frontend","Sprint 2","Change implemented and QA-approved on desktop/mobile with analytics event tracking for the affected conversion step."
"/products","GPTMD","PROD-1","High","Accept","Frontend","Sprint 1","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPTMD","PROD-2","Medium","Merge","Frontend + Design","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPTMD","PROD-3","Medium","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/products","GPTMD","PROD-4","Medium","Merge","Frontend","Sprint 2","Category page has resilient fallback data, truthful pricing language, filter state clarity, and no blank-state dead-ends."
"/products","GPTMD","PROD-5","Low","Reject","Frontend","Backlog (Not in current cycle)","No change in current cycle; revisit only if corroborated by analytics or re-audit."
"/configurator","GPTMD","CFG-1","High","Merge","Frontend","Sprint 1","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-2","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-3","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-4","Medium","Merge","Frontend","Sprint 2","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/configurator","GPTMD","CFG-5","Low","Accept","Frontend","Sprint 3","Configurator is step-based with autosave, clear validation and progress, and completion payload is usable by sales follow-up."
"/compare","GPTMD","CMP-1","High","Accept","Frontend","Sprint 1","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-2","Medium","Accept","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-3","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-4","Low","Accept","Frontend","Sprint 3","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/compare","GPTMD","CMP-5","Medium","Merge","Frontend","Sprint 2","Compare supports add/remove/clear on-page and a mobile card mode; no query-only dead-end entry remains."
"/contact","GPTMD","CON-1","High","Merge","Frontend + Content","Sprint 1","Submit flow returns company-owned follow-up channels, success state shows reference ID and SLA, invalid inputs are blocked, and aria-live announces status."
